DAY,JN,CW,PS,HZ,JN,,EK,DATE,EVENT 1,CLASSROOM,"Shift 1
8am - 9.30am","Shift 2
12.30pm - 2pm","Shift 3
4.30pm - 6pm",EVENT 2,CLASSROOM,Shift 1,Shift 2,Shift 3,EVENT 3,CLASSROOM,Shift 1,Shift 2,Shift,EVENT 4,CLASSROOM,Shift 1,Shift 2,Shift 3,EVENT 5,CLASSROOM,Shift 1,Shift 2,Shift 3,EVENT 6,CLASSROOM,Shift 1,Shift 2,Shift 3,EVENT 7,CLASSROOM,Shift 1,Shift 2,Shift 3,EVENT 8,CLASSROOM,Shift 1,Shift 2,Shift 3,EVENT 9,CLASSROOM,Shift 1,Shift 2,Shift 3,EVENT 9,CLASSROOM,Shift 1,Shift 2,Shift 3
Tuesday,,,,,,,,6-Jan-26,NLPGAI Certis,Comp Lab 1.611,RT,RT,RT,FAIS (STLogistics),TT24/25,IC,IC,IC,CGAIP,Zoom,TN,TN,TN,CGAIProjM,Zoom,ST,ST,ST,EAIW,TT19,TT,TT,TT,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,7-Jan-26,"EP - SD RSAF SETUP (1x85"" Hub)",LTR + TT24/25,,,,,,,,,CGAIP,Zoom,TN,TN,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,8-Jan-26,"EP - SD RSAF (1x85"" Hub)",LTR + TT24/25,KS/ST,KS/ST,KS/ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,9-Jan-26,RSAF FDS,TT19,RG,RG,RG,EP - SD SC2,TT24/25,KS,KS,KS,DDII (Certis) Setup ,TT31&32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,10-Jan-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,11-Jan-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,12-Jan-26,NLPGAI Certis,Comp Lab 1.611,RT,RT,RT,EP- SDAITI CGH,TT24/25,KS,KS,KS,DDII (Certis),TT31&32,RG,RG,RG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,13-Jan-26,NLPGAI Certis,Comp Lab 1.611,RT,RT,RT,WSG ,1.311A,RG,RG,RG,,,,,,EP-SDAITI CSA SETUP,TT24/25,,,,EAIW,TT19,TT,TT,TT,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,14-Jan-26,,,,,,WSG,1.311A,RG,RG,RG,,,,,,"EP-SDAITI CSA + 85"" HUB",TT24/25 + LIBRARY,KS,KS,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,15-Jan-26,,,,,,Alan room booking,1.311A,,,,TTSH - PCS,2.612A,ST,ST,ST,"EP-SDAITI CSA + 85"" HUB",TT24/25 + LIBRARY,KS,KS,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,16-Jan-26,RSAF FDS,TT19,TT,TT,TT,NLPGAI Certis,Comp Lab 1.611,RG,RG,RG,TTSH - PCS,2.612A,ST,ST,ST,STEAMunity R5 Stage 2 Check in ,RPepublic Polytechnic,,,,EP-SD SPS,TT24/25,YC,YC,YC,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,17-Jan-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,18-Jan-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,19-Jan-26,Certis AI D1,Comp Lab 1.611,TN,TN,TN,SMART HCMC,TT20,IC,IC,IC,CGAIP,1.311A,HM,HM,HM,FAIA - Vector Green,TT24/25,YC,YC,YC,DDII (Certis),TT31 & 32,RG,RG,RG,GAID (HDB),TT19,ST,ST,ST,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,20-Jan-26,Certis AI D2,Comp Lab 1.611,TT,TT,TT,EP - Setup MHA CorpComms,TT24/25,YC,YC,YC,CGAIP,1.311A,HM,HM,HM,WSG,2.612A,IC,IC,IC,NLPGAI - SHS,TT20,RG,RG,RG,GAID (HDB),TT19,ST,ST,ST,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,21-Jan-26,NLPGAI Certis,Comp Lab 1.611,TT,TT,TT,EP - SD MHA CorpComms,TT24/25,TN,TN,TN,,,,,,WSG Setup,2.612A,,,,Suhaila (42SG) Loan 2x ROG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,22-Jan-26,,,,,,Certis AI D1,Comp Lab 1.611,ST,ST,ST,EP - SDAITI SPS Ldrs,TT24/25,YC,YC,YC,WSG,2.612A,IC,IC,IC,Suhaila (42SG) Loan 2x ROG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,23-Jan-26,RSAF FDS,TT19,TT,TT,TT,Certis AI D2,Comp Lab 1.611,ST,ST,ST,EP - SDAITI SPS Ldrs,TT24/25,YC,YC,YC,,,,,,Suhaila (42SG) Loan 2x ROG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,24-Jan-26,,,,,,,,,,,,,,,,,,,,,Suhaila (42SG) Loan 2x ROG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,25-Jan-26,,,,,,,,,,,,,,,,,,,,,Suhaila (42SG) Loan 2x ROG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,26-Jan-26,EP - SDAITI IMDA,TT24/25,KS,KS,KS,,,,,,CPE,1.311A,HM,HM,HM,,,,,,Suhaila (42SG) Loan 2x ROG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,27-Jan-26,EP - SDAITI IMDA,TT24/25,KS,KS,KS,CSM,Zoom,RG,RG,,CPE,1.311A,HM,HM,HM,WSG,2.612A,TT,TT,TT,NLPGAI - SHS,TT20,ST,ST,ST,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,28-Jan-26,,,,,,CSM,Zoom,RG,RG,RG,EP-SD MOE,TT24/25,KS,KS,KS,WSG Setup,2.612A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,29-Jan-26,"Zoyi (2=50"" & 2=85"")",2.612A & 1.311A,,,,EP-SD GBTB,TT24/25,KS,KS,KS,CPE,Zoom,YC,YC,,WSG,2.612A,TT,TT,TT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,30-Jan-26,RSAF FDS,TT19,TT,TT,TT,FAIA - Public,TT24/25,KS,KS,KS,CPE,Zoom,YC,YC,YC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,31-Jan-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,1-Feb-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,2-Feb-26,NLPGAI D1 Certis ,Comp Lab 1.611,RG,RG,RG,FAIS - Public Run,TT24/25,ST,ST,ST,,,,,,CGAIP,Zoom,IC,IC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,3-Feb-26,EP-SD  ICA Ldrs,TT24/25,YC,YC,YC,WSG,2.612A,TT,TT,TT,NLPGAI - SHS,Zoom,ST,ST,,CGAIP,Zoom,IC,IC,IC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,4-Feb-26,DDII (Certis) - Setup,TT31 &32,,ST,,WSG Setup,2.612A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,5-Feb-26,DDII (Certis),TT31 &32,ST,ST,ST,WSG,2.612A,TT,TT,TT,FAIS - Phase 2,TT24/25,YC,YC,YC,"Fairus (2=85"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,6-Feb-26,RSAF FDS,Online,TT,TT,,"Esther Peh (1X50"" & 1x Hub Camera)",SA Office,,,,,,,,,STEAMunity Demo cum Finale ,Science Ctr ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,7-Feb-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,8-Feb-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,9-Feb-26,NLPGAI D2 Certis,Comp Lab 1.611,ST,ST,ST,WSG,2.612A,TT,TT,TT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,10-Feb-26,NLPGAI - SHS,Zoom,IC,IC,,Certis AI D1,Comp Lab 1.611,YC,YC,YC,"EP Setup 2x 85"" Hub + 1 50"" hub",TT24/25,RG + YY,RG + YY,RG + YY,WSG,2.612A,TT,TT,TT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,11-Feb-26,EP-SD RSAF ADOC,Drone + TT 24/25 + Lounge,RG + YY,RG + YY,RG + YY,Certis AI D2,Comp Lab 1.611,YC,YC,YC,IMLUP,TT19,KS,KS,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,12-Feb-26,NLPGAI D3 Certis,Comp Lab 1.611,TT,TT,TT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,13-Feb-26,RSAF FDS,Online,TT,TT,,"Ang Chee Kiat ESD (3X50"")",1.311A,,,,DIAI (Kajima),Offsite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,14-Feb-26,,,,,,"Ang Chee Kiat ESD (3X50"")",1.311A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,15-Feb-26,,,,,,"Ang Chee Kiat ESD (3X50"")",1.311A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,16-Feb-26,,,,,,"Ang Chee Kiat ESD (3X50"")",1.311A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,17-Feb-26,CHINESE NEW YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,18-Feb-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,19-Feb-26,,,,,,"Ang Chee Kiat ESD (3X50"")",1.311A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,20-Feb-26,RSAF DSV,TT19,TT,TT,TT,EP - SD CAAS SETUP,TT24/25,,KS,,FAIA - SIGNALS COGS Setup ,2.612A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,21-Feb-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,22-Feb-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,23-Feb-26,CGAIP,1.311A,ST,ST,ST,EP - SD CAAS,TT24/25,KS,KS,KS,FAIA - MINDEF COGS,2.612A,YC,YC,YC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,24-Feb-26,CGAIP,1.311A,ST,ST,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,25-Feb-26,IMLUP,TT19,KS,KS,KS,Networking Event ,"Booked Library iWall & Lounge Library
Might be changed to SCAPE Park",,,,,,,,,,,,,,,,,,,WSG Setup,2.612A,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,26-Feb-26,,,,,,IMDA EP,TT24/25,ST,ST,ST,,,,,,CPE,1.311A,RG,RG,RG,CGAIProdM,Zoom,KS,KS,KS,WSG,2.612A,TT,TT,TT,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,27-Feb-26,RSAF DSV,TT19,TT,TT,TT,IMDA EP + Library EP SETUP,TT24/25,ST,ST,ST,FAIA - MINDEF COGS,LTR & LL,YC,YC,YC,CPE,1.311A,MC,MC,MC,CGAIProdM,Zoom,,KS,KS,WSG,2.612A,YY,YY,YY,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,28-Feb-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,1-Mar-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,2-Mar-26,DIAI (CAAS),TT24/25,RG,RG,RG,EP-SD ICA2,LTR & LL,YC,YC,YC,WSG setup,2.612A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,3-Mar-26,,,,,,,,,,,WSG,2.612A,YY,YY,YY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,4-Mar-26,BPMSUP,TT19,TT,TT,TT,"EP-SD MND (1x85"")",LTR & LL,YC,YC,YC,WSG,2.612A,YY,YY,YY,,,,,,"Navy: DIVE-IN (6x 50"" hub)",TT24/25,RT,RT,RT,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,5-Mar-26,,,,,,EP-SDAITI HTX10,LTR & LL,KS,KS,KS,WSG Setup,2.612A,,,,,,,,,,,,,,"Jason Chung VIE (1x85"")",,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,6-Mar-26,RSAF DSV,TT19,TT,TT,TT,"EP-SDAITI HTX10 (1x85"")",LTR & LL,MC,MC,MC,WSG,2.612A,YY,YY,YY,FAIA - MINDEF COGS,TT24/25,ST,ST,ST,,,,,,"Jason Chung VIE (1x85"")",,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,7-Mar-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,8-Mar-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,9-Mar-26,EP-SDAITI SPS,LTR+LL,MC,MC,MC,,,,,,WSG,2.612A,TT,TT,TT,CGAIP,1.311A,ST,ST,ST,FAIA - MINDEF COGS,TT24/25,RG,RG,RG,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,10-Mar-26,EP-SDAITI SPS,LTR+LL,MC,MC,MC,CSM,Zoom,KS,KS,,WSG,TT24/25,TT,TT,TT,CGAIP,1.311A,ST,ST,ST,"Aisyah OPS (2X50"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,11-Mar-26,IMDA EP,LTR+LL,MC,MC,MC,CSM,Zoom,RG,RG,RG,WSG Setup,TT24/25,,,,BPMSUP,TT19,KS,YY,YY,"Aisyah OPS (2X50"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,12-Mar-26,IMDA EP,LTR+LL,MC,MC,MC,,,,,,WSG,TT24/25,TT,TT,TT,,,,,,"Aisyah OPS (2X50"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,13-Mar-26,EP-SD MCCY,LTR+LL,RG,RG,RG,,,,,,MINDEF - FDIB Setup,TT24/25,,,,RSAF DSV,TT19,TT,TT,TT,FAIA - MINDEF COGS,2.612A,YY,YY,YY,AIS Setup at LTR,LTR,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,14-Mar-26,,,,,,,,,,,,,,,,,,,,,,,,,,BLOCKED BY SOFFIAN FOR DYL Alumni,LTR,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,15-Mar-26,,,,,,,,,,,,,,,,,,,,,,,,,,BLOCKED BY SOFFIAN FOR DYL Alumni,LTR,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,16-Mar-26,CGAIProjM,1.311A,TT,TT,TT,CGAIP - Mendaki,Offsite,,,,MINDEF - FDIB,TT24/25,MC,MC,MC,,,,,,AIS Phase 2,LTR & Albert Hong,ST,ST,ST,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,17-Mar-26,CGAIProjM,1.311A,TT,TT,TT,CGAIP - Mendaki,Offsite,,,,MINDEF - FDIB,TT24/25,MC,MC,MC,,,,,,EP - GBB2,TT31/32,ST,ST,ST,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,18-Mar-26,RSAF DSV,Online,RG,RG,,,,,,,MINDEF - FDIB,TT24/25,MC,MC,MC,CGAIP - Mendaki,Comp Lab 1.611,YY,YY,YY,AIS Phase 1,CC16,YC,YC,YC,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,19-Mar-26,CGAIP,Zoom,YC,YC,,,,,,,,,,,,CGAIP - Mendaki,Comp Lab 1.611,YY,YY,YY,EP-SD URA#1,LTR+LL,ST,ST,ST,"Wendy Neo(3X50"")",,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,20-Mar-26,CGAIP,Zoom,KS,KS,KS,FAIA - MINDEF COGS,TT24/25,YC,YC,YC,EP - MHA HQ Setup (23 ROG + 12 EP laptops + 35 EP mouse),Offsite,NG/PS,NG/PS,NG/PS,PDL,TT19,RG,RG,YY,,,,,,"Wendy Neo(3X50"")",,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,21-Mar-26,Hari Raya Puasa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,22-Mar-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,23-Mar-26,EP Setup - IMDA,TT24/25,,,MC,RSAF DVSAP,TT19,IC,IC,IC,R&T HGAIT,2.612A,YY,YY,YY,EP - MHA HQ,Offsite,,,ST,FAIA - MINDEF COGS,TT24/25,YC,YC,YC,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,24-Mar-26,IMDA EP,TT24/25,MC,MC,MC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,25-Mar-26,IMDA EP,TT24/25,RG,RG,RG,BPMSUP,Zoom,KS,KS,,"Rachelle OAD (4X50"" 1x85"")",1.311A,,,,,,,,,,,,,,,,,,,,,,,,"Aisyah OPS (2X50"")",,,,,,,,,,,,,,
Thursday,,,,,,,,26-Mar-26,EP-SSG Setup,TT24/25,,,,CGAIP,1.311A,YY,YY,YY,,,,,,,,,,,Setup FAIA - MINDEF COGS,2.612A,,YC,,CGAIP - Mendaki,Offsite,,,,CPE,Zoom,IC,IC,,"Aisyah OPS (2X50"")",,,,,,,,,,,,,,
Friday,,,,,,,,27-Mar-26,EP - SSG Ldrs,TT24/25,KS,KS,KS,CGAIP,1.311A,YY,YY,YY,RSAF DSV,Online,TT,TT,,PDL,TT19,ST,ST,ST,FAIA - MINDEF COGS,2.612A,YC,YC,YC,CGAIP - Mendaki,Offsite,,,,CPE,Zoom,IC,IC,IC,"Aisyah OPS (2X50"")",,,,,,,,,,,,,,
Saturday,,,,,,,,28-Mar-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,29-Mar-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,30-Mar-26,RSAF DVSAP,TT19,YC,YC,YC,,,,,,AIBP (Vertiv),Comp Lab,ST,ST,ST,CPE,1.311A,YY,YY,YY,CAAS-UAS (18pax),TT20,TT,TT,TT,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,31-Mar-26,EP-SD URA#2,TT24/25,RT,RT,RT,,,,,,AIBP (Vertiv),Comp Lab,ST,ST,ST,CPE,1.311A,RG,RG,RG,CAAS-UAS (18+11pax),LTR+LL,TT,TT,TT,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,1-Apr-26,,,,,,BPMSUP,Zoom,KS,KS,,SHENZHEN-AFI,TT20,YY,YY,YY,CGAIProjtM,Zoom,IC,IC,IC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,2-Apr-26,OC - Taster (evening),TT20,,,KS/YY,AIS - Phase 2,TT24/25,YC,YC,YC,BEIJING-AFI,TT20,YY,YY,YY,CGAIProjtM,Zoom,IC,IC,IC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,3-Apr-26,Good Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,4-Apr-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,5-Apr-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,6-Apr-26,RSAF DVSAP,TT19,TT,TT,TT,NLPGAI Certis D1,Comp Lab 1.611,ST,ST,ST,R&T AIPLW,1.311A,YY,YY,YY,DFUR (MOE) Setup ,LTR,,,,EP - Setup,TT24/25,,YY,,PDS,TT20,RT,RT,RT,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,7-Apr-26,,,,,,CGAIP - Mendaki,TT31/ TT32,JT,JT,JT,R&T AIPLW,1.311A,YY,YY,YY,DFUR (MOE) ,LTR/Lounge,ST,ST,ST,EP-SD ArmyJointPlans,TT24/25,RG,RG,RG,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,8-Apr-26,Certis AI D1,Comp Lab 1.611,YC,YC,YC,CGAIP - Mendaki,TT31/ TT32,JT,JT,JT,AIS Phase 1 - JTC,Setup,EK,EK,EK,DFUR (MOE) ,LTR/Lounge,IC,IC,IC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,9-Apr-26,Certis AI D2,Comp Lab 1.611,YC,YC,YC,CGAIP - Mendaki,TT31/ TT32,JT,JT,JT,AIS Phase 1 - JTC,Offsite,JN,JN,JN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,10-Apr-26,CVP,TT19,YY,YY,YY,CGAIP - Mendaki,TT31/ TT32,JT,JT,JT,AIS Phase 2 - JTC,Offsite,JN,JN,JN,OC - Taster (evening),TT20,,,YY,IHRBSA,SGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,11-Apr-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,12-Apr-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,13-Apr-26,RSAF DVSAP,TT19,TT,TT,TT,NLPGAI Certis D2,Comp Lab 1.611,YC,YC,YC,R&T RMHRLC,2.612A,YY,YY,YY,AIS Bok Seng setup,Offsite,,,,FAIA - MINDEF COGS,1.311A,ST,ST,ST,EP - ICA,TT24/25,RG,RG,RG,PDS,TT20,RT,RT,RT,,,,,,,,,,,,,,,
Tuesday,,,,,,,,14-Apr-26,,,,,,,,,,,R&T RMHRLC,2.612A,YY,YY,YY,AIS - Phase 1 (Bok Seng),Tuas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,15-Apr-26,NLPGAI Certis D1,Comp Lab 1.611,YC,YC,YC,,,,,,,,,,,,,,,,,,,,,,,,,,HGENAI_2,Zoom,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,16-Apr-26,DIVE IN (42 SG),2.612A,NO APM require ,,,AIBP (Vertiv),Comp Lab,RG,RG,MC,CGAIP,1.311A,JT,JT,JT,,,,,,"Nurasyikin ESD (4X50"")",1.311A,,,,,,,,,HGENAI_2,Zoom,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,17-Apr-26,FAIA - MINDEF COGS,2.612A,RG,RG,YC,AIBP (Vertiv),Comp Lab,ST,ST,ST,CGAIP,1.311A,JT,JT,JT,CVP,TT19,TT,TT,TT,"Nurasyikin ESD (4X50"")",1.311A,,,,OC - Taster (evening),LT5,,,YY / YC,HGENAI_2,Zoom,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,18-Apr-26,,,,,,,,,,,,,,,,,,,,,"Nurasyikin ESD (4X50"")",1.311A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,19-Apr-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,20-Apr-26,RSAF DVSAP,Online,ST,ST,,DSBD,TT20,TT,TT,TT,CPE,1.311A,YY,YY,YY,CGAIP - Mendaki,TT31/32,JT,JT,JT,EP-SD URA#3,TT24/25,RG,RG,RG,NLPGAI Certis D3,Comp Lab 1.611,YC,YC,YC,,,,,,,,,,,,,,,,,,,,
Tuesday,,,,,,,,21-Apr-26,,,,,,,,,,,CPE,1.311A,YY,YY,YY,CGAIP - Mendaki,TT31/32,JT,JT,JT,,,,,,NLPGAI Certis D2,Comp Lab 1.611,YC,YC,YC,,,,,,,,,,,,,,,,,,,,
Wednesday,,,,,,,,22-Apr-26,DDII (Bedok View SS) Half Day PM 3.30pm - 6.30pm,1.311A,,,,,,,,,WSG,2.612A,TT,TT,TT,,,,,,,,,,,"Esther DAI (3X50"")",SA Office,,,,,,,,,,,,,,,,,,,,,,,
Thursday,,,,,,,,23-Apr-26,AIS Phase 1,TT24/25,YY,YY,YY,CSPO,Zoom,JT,JT,,WSG  setup,2.612A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,,,,,,,,24-Apr-26,"Ang Chee Kiat ESD (3X50"")",,,,,CSPO,Zoom,JT,JT,JT,WSG ,2.612A,TT,TT,TT,DDII (Bedok View SS) Half Day PM 3.30pm - 7.30pm,1.311A,,,YY,CVP,Zoom,ST,ST,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,,,,,,,,25-Apr-26,CPE,Zoom,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,,,,,,,,26-Apr-26,CPE,Zoom,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,,,,,,,,27-Apr-26,RSAF DVSAP,Online,IC,IC,,EP - CAAS 2,TT24/25,JT,JT,JT,DSBD,TT20,YY,YY,YC,FAIA - MINDEF COGS,2.612A,ST,ST,ST,"Lim Lee Cheng ESD (3X50"")",1.311A & 2.612A,,,,,,,,,,,,,,,,,,,"Lee Lay Lin SMT (3X50"")",1.311A,,,,,,,,
